,English,Arabic,Russian,Spanish,WikiData_id,Entity_name,Occupation_name,Perceived_gender,url
383,"During the late 1930s and early 1940s, she was involved in efforts to rescue European Jews, but could only rescue a small number.",خلال أواخر الثلاثينيات وأوائل الأربعينيات، شاركت في جهود إنقاذ يهود أوروبا، لكنها لم تستطع إنقاذ سوى عدد قليل.,"В конце 1930-х - начале 1940-х годов она участвовала в попытках спасти европейских евреев, но смогла спасти лишь небольшое их число.","A fines de la década de 1930 y principios de la década de 1940, participó en los esfuerzos para rescatar a los judíos europeos perseguidos por los alemanes, pero solo pudo rescatar a un pequeño número.",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
384,"Her mother worked as a seamstress, trying to keep the family together, but the financial strain forced her to put her children in a Jewish orphanage for some time.",عملت والدتها كخياطة، في محاولة للحفاظ على تماسك الأسرة، لكن الضغوط المالية أجبرتها على وضع أطفالها في دار أيتام يهودي لبعض الوقت.,"Ее мать работала швеей, пытаясь сохранить семью, но финансовые трудности заставили ее на некоторое время отдать детей в еврейский детский дом.","Su madre trabajaba como costurera, tratando de mantener a la familia unida, pero la tensión financiera la obligó a poner a sus hijos en un orfanato judío durante algún tiempo.",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
385,"Albert Einstein wrote her: ""It must be a source of deep gratification to you to be making so important a contribution to rescuing our persecuted fellow Jews from their calamitous peril and leading them toward a better future.""",كتب لها ألبرت أينشتاين: «يجب أن يكون مصدر متعة عميق لك أن تقدمي مساهمة مهمة جدًا لإنقاذ إخواننا اليهود المضطهدين من الخطر الكارثي المحيق بهم وقيادتهم نحو مستقبل أفضل».,"Альберт Эйнштейн писал ей: «Вы, должно быть, испытываете глубокое удовлетворение от того, что вносите столь важный вклад в спасение преследуемых собратьев-евреев от гибельной опасности и ведете их к лучшему будущему».","Albert Einstein le escribió: ""Debe ser una fuente de profunda gratificación para ti hacer una contribución tan importante para rescatar a nuestros compañeros judíos perseguidos de su calamitoso peligro y guiarlos hacia un futuro mejor"".​",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
386,In 1890 the family migrated to New York City's Lower East Side.,في عام 1890 هاجرت العائلة إلى الجانب الشرقي الأدنى من مدينة نيويورك.,В 1890 году Шнейдерманы переехали в Нижний Ист-Сайд Нью-Йорка.,"En 1890, la familia emigró al Lower East Side de la ciudad de Nueva York.",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
387,"In 1902 she and the rest of her family moved briefly to Montreal, where she developed an interest in both radical politics and trade unionism.",في عام 1902، انتقلت هي وبقية أفراد عائلتها لفترة وجيزة إلى مونتريال، حيث طورت اهتمامًا بالسياسة الراديكالية والنقابية.,"В 1902 году она вместе с остальными членами семьи ненадолго переехала в Монреаль, где у неё развился интерес как к радикальной политике, так и к профсоюзному движению.","En 1902, ella y el resto de su familia se mudaron brevemente a Montreal, donde desarrolló un interés tanto en la política radical como en el sindicalismo.",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
388,"She also was a key member of the first International Congress of Working Women of 1919, which aimed to address women's working conditions at the first annual International Labour Organization Convention.",كانت أيضًا عضوًا رئيسيًا في المؤتمر الدولي الأول للنساء العاملات عام 1919، والذي كان يهدف إلى معالجة ظروف عمل المرأة في المؤتمر السنوي الأول لمنظمة العمل الدولية.,"Она также была одним из ключевых участников первого Международного конгресса трудящихся женщин 1919 года, целью которого было рассмотрение условий труда женщин на первом ежегодном собрании Международной организации труда.","También fue miembro clave del primer Congreso Internacional de Mujeres Trabajadoras de 1919, cuyo objetivo era abordar las condiciones laborales de las mujeres en la primera Convención anual de la Organización Internacional del Trabajo.",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
389,"Schneiderman left school in 1895 after the sixth grade, although she would have liked to continue her education.",تركت شنايدرمان المدرسة عام 1895 بعد الصف السادس، بالرغم من أنها كانت تود مواصلة تعليمها.,"Шнейдерман была вынуждена покинуть школу в 1895 году после шестого класса, хотя ей бы хотелось продолжить обучение. ","Schneiderman dejó la escuela en 1895 después del sexto grado, aunque le hubiera gustado continuar su educación.",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
390,"Schneiderman's father died in the winter of 1892, leaving the family in poverty.",توفي والد شنايدرمان في شتاء عام 1892، وترك الأسرة في حالة فقر.,"Отец Шнайдермана умер зимой 1892 года, оставив семью в нищете.","El padre de Schneiderman murió en el invierno de 1892, dejando a la familia en la pobreza.",Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
391,"From 1937 to 1944 she was secretary of labor for New York State, and campaigned for the extension of social security to domestic workers and for equal pay for female workers.",من عام 1937 إلى عام 1944 كانت وزيرة العمل في ولاية نيويورك، وقامت بحملة لتوسيع نطاق الضمان الاجتماعي ليشمل عمال المنازل ومن أجل المساواة في الأجر للعاملات.,С 1937 по 1944 год она была секретарём  труда штата Нью-Йорк и проводила кампанию за расширение социального обеспечения домашних работниц и за равную оплату труда работающих женщин.,De 1937 a 1944 fue secretaria de trabajo del estado de Nueva York e hizo campaña por la extensión de la seguridad social a las trabajadoras domésticas y por la igualdad salarial para las trabajadoras.,Q7367930,Rose Schneiderman,['trade unionist'],female,https://en.wikipedia.org/wiki/Rose_Schneiderman
392,In 1988 he was elected a member of the Knesset.,في عام 1998 تم اتخابه عضوا في الكنيست .,В 1988 году он был избран членом Кнессета.,En 1988 fue elegido miembro de la Knéset.,Q472117,Amir Peretz,['trade unionist'],male,https://en.wikipedia.org/wiki/Amir_Peretz
393,The Inter-American Commission of Human Rights found that the Cuban government had violated Article I of the American Declaration on the Rights and Duties of Man in their treatment of the prisoner.,وجدت لجنة البلدان الأمريكية لحقوق الإنسان أن الحكومة الكوبية قد انتهكت المادة الأولى من الإعلان الأمريكي لحقوق وواجبات الإنسان في معاملتهم للسجين.,"Межамериканская комиссия по правам человека установила, что кубинское правительство нарушило статью I Американской декларации о правах и обязанностях человека при обращении с заключенным.",La Comisión Interamericana de Derechos Humanos encontró que el gobierno cubano había violado el artículo I de la Declaración Americana de los Derechos y Deberes del Hombre en su tratamiento al prisionero.,Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
394,He was buried in an unmarked grave in the Cólon Cemetery in Havana.,تم دفنه في مقبرة بدون شواهد في منطقة سيلون في هافانا.,Он был похоронен в безымянной могиле на кладбище Колон в Гаване.,Fue sepultado en una tumba sin nombre en el Cementerio de Colón en La Habana.,Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
395,Boitel sought authorization to leave Cuba but his requests were denied.,طلب بويتل الإذن بمغادرة كوبا ولكن تم رفض طلباته.,"Бойтель попросил разрешения покинуть Кубу, но его просьба была отклонена.",Boitel pidió autorización para abandonar Cuba pero sus requerimientos fueron negados.,Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
396,"His last days were related by his close friend, poet Armando Valladares.",أيامه الاخيرة كانت مرتبطة بصديقه المقرب الشاعر أرماندو فالاداريس.,"Позднее о последних днях рассказал его близкий друг, поэт Армандо Вальядарес.","Sus últimos días fueron relatados por su amigo cercano, el poeta Armando Valladares.",Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
397,"After 53 days on hunger strike without receiving medical assistance and receiving only liquids, he died of starvation on May 25, 1972.",بعد 53 يومًا من الإضراب عن الطعام و دون تلقي أي مساعدة طبية و تلقي السوائل فقط، توفي بسبب الجوع في 25 مايو 1972.,"После 53 дней голодовки, не получая медицинской помощи и получая только жидкость, он умер от голода 25 мая 1972 года.","Después de 53 días en huelga de hambre sin recibir asistencia médica y solamente con líquidos, murió el 25 de mayo de 1972.",Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
398,"In 1961, the regime sentenced him to 10 years in prison.",في عام 1961 حكم عليه النظام بالسجن لمدة 10 سنوات.,В 1961 году режим приговорил его к 10 годам лишения свободы.,En 1961 el régimen lo sentenció a 10 años de prisión.,Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
399,"After the Cuban Revolution, Boitel returned to Cuba and resumed his studies at the University of Havana.",بعد الثورة الكوبية عاد بويتل إلى كوبا واستأنف دراسته في جامعة هافانا.,После Кубинской революции Бойтель вернулся на Кубу и возобновил учебу в Гаванском университете.,"Después del 1 de enero de 1959, Boitel regresa a Cuba y reanuda sus estudios en la Universidad de la Havana.",Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
400,Pedro Luis Boitel  was a Cuban poet and dissident who opposed the governments of both Fulgencio Batista and Fidel Castro.,كان بيدرو لويس بواتل شاعرًا ومنشقًا كوبيًا ومعارضًا لحكومات كل من فولغينسيو باتيستا وفيدل كاسترو.,"Педро-Луис Бойтель  — кубинский поэт, писатель и диссидент, бывший в оппозиции режимам Фульхенсио Батисты и Фиделя Кастро.",Pedro Luis Boitel  fue un poeta y disidente cubano quien se opuso a los gobiernos de Fulgencio Batista y Fidel Castro.,Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
401,In the 1950s Boitel opposed the government of Fulgencio Batista and went into exile in Venezuela where he collaborated with Rómulo Betancourt in his efforts to overthrow Marcos Pérez Jiménez's military government by setting up a pirate radio station in that country.,في عام 1950 عارض بويتل حكومة فولجنسيو باتيستا، وحكم عليه بالمنفى إلى فنزويلا، وفيها تعاون مع رومولو بيتانكور في جهوده للإطاحة بحكومة ماركوس بيريز خيمينيز العسكرية من خلال إنشاء محطة إذاعية للقرصنة في فنزويلا.,"В 1950е годы Бойтель выступил против правительства Фульхенсио Батисты и был вынужден эмигрировать в Венесуэлу, где сотрудничал с Ромуло Бетанкуром в попытке свергнуть военную диктатуру Маркоса Переса-Хименеса, учередив пиратскую радиостанцию в этой стране.","En 1950 Boitel se opuso al gobierno de Fulgencio Batista y se exilió  en Venezuela donde también colaboró con Rómulo Betancourt para derrocar al gobierno militar de Marcos Pérez Jiménez, con la creación de una estación de radio clandestina en ese país.",Q3175647,Pedro Luis Boitel,['trade unionist'],male,https://en.wikipedia.org/wiki/Pedro_Luis_Boitel
402,"Abegg was born in 1882 in Strasbourg, to Johann Friedrich Abegg, a jurist, and Marie Caroline Elisabeth Abegg.",أبيغ ولدت في ستراسبورغ في 1882، لوالدها يوهان فريدريش أبيغ، رجل قانون، وماري كارولين إليزابيث أبيغ.,"Абегг родилась в 1882 году в Страсбурге, в семье юриста Иоганна Фридриха Абегга и Марии Каролины Елизаветы Абегг.","Abegg Nació en 1882 en Estrasburgo, hija de Johann Friedrich Abegg, un jurista, y Marie Caroline Elisabeth  Abegg.",Q90838,Elisabeth Abegg,['resistance fighter'],female,https://en.wikipedia.org/wiki/Elisabeth_Abegg
403,She was captured in 1935 by Japanese forces and executed in 1936.,تم اعتقالها في 1935 من قبل القوات اليابانية وإعدامها في عام 1936.,"В 1935 году она была схвачена японскими войсками, и казнена в 1936 году.",Fue capturada y ejecutada por las fuerzas japonesas en 1936.,Q8070584,Zhao Yiman,['resistance fighter'],female,https://en.wikipedia.org/wiki/Zhao_Yiman
404,"In World War II, he commanded the 7th Panzer Division during the 1940 invasion of France. ",وفي عام 1940 تولى منصب قائد التشكيل السابع لقوات البانزر، أثناء غزو فرنسا.,"В период Второй мировой войны, командовал 7-й танковой дивизией во время вторжения во Францию в 1940 году.",En la Segunda Guerra Mundial se distinguió como comandante de la 7.ª División Panzer durante la invasión de Francia en 1940.,Q14060,Erwin Rommel,['resistance fighter'],male,https://en.wikipedia.org/wiki/Erwin_Rommel
405,He committed suicide in 1973.,انتحر عام 1973.,Покончил жизнь самоубийством в 1973 году.,Se suicidó en 1973.,Q69198,Anton Ackermann,['resistance fighter'],male,https://en.wikipedia.org/wiki/Anton_Ackermann
406,"The narrative of history has been dominated by men, and making sure that women's biographies are included in Wikipedia can be our way of writing women back into that narrative.","لقد سيطر الرجال على جميع قصص التاريخ، فالتأكد من أن السير الذاتية للمرأة مدرجة في ويكيبيديا هو السبيل لزيادة وجود المرأة في المجتمع"".","В историческом нарративе преобладают мужчины, и, убеждаясь в том, что биографии женщин включены в Википедию, мы можем вернуть женщин в историю».","La narrativa de la historia ha estado dominada por hombres, y asegurarnos de que las biografías de las mujeres estén incluidas en Wikipedia puede ser nuestra manera de volver a incluir a las mujeres en esa narración.​",Q23024183,Emily Temple-Wood,['biographer'],female,https://en.wikipedia.org/wiki/Emily_Temple-Wood
407,Karl Christian Bruhns  was a German astronomer.,كارل كريستيان برونز ‏ هو عالم فلك من ألمانيا .,Карл Христиан Брунс  — немецкий астроном и метеоролог.,Karl Christian Bruhns  fue un astrónomo alemán.,Q62728,Karl Christian Bruhns,['biographer'],male,https://en.wikipedia.org/wiki/Karl_Christian_Bruhns
408,"Noa plays percussion, guitar and piano.",تستطيع نوا العزف على الآلات الإيقاعية، القيثارة، والبيانو.,"Ноа играет на ударных, гитаре и пианино.","Noa toca la percusión, la guitarra y el piano.",Q340527,Achinoam Nini,['jazz musician'],female,https://en.wikipedia.org/wiki/Noa_(singer)
409,"Caroline Esmeralda van der Leeuw , known by her stage name Caro Emerald, is a Dutch pop and jazz singer who mainly performs in English.",كارولين إزميرالدا فان دير ليو، المعروفة باسمها المسرحي كارو إميرالدهي، مغنية بوب وجاز هولندية تقدم عروضها باللغة الإنجليزية بشكل أساسي.,"Каролина Эсмеральда ван дер Леу, более известная как Каро Эмеральд  — нидерландская джазовая певица, преимущественно выступающая на английском.","Caro Emerald , registrada al nacer como Caroline Esmeralda van der Leeuw, es una cantante de jazz y pop holandesa que actúa principalmente en inglés.",Q236510,Caro Emerald,['jazz musician'],female,https://en.wikipedia.org/wiki/Caro_Emerald
410,"North died on September 8, 1991 in Los Angeles, California.",توفي نورث في لوس أنجلوس، في 9 من سبتمبر، 1991.,"Норт скончался 8 сентября 1991 года в Лос-Анджелесе, Калифорния.","North falleció el 8 de septiembre de 1991 en Los Ángeles, California.",Q349448,Alex North,['jazz musician'],male,https://en.wikipedia.org/wiki/Alex_North
411,Wayne Shorter  is an American jazz saxophonist and composer.,واين شورتير هو عازف وملحن جاز أمريكي.,Уэйн Шортер   — американский джазовый саксофонист и композитор.,Wayne Shorter  es un saxofonista y compositor estadounidense de jazz.,Q317161,Wayne Shorter,['jazz musician'],male,https://en.wikipedia.org/wiki/Wayne_Shorter
412,"Over the span of ten years, her YouTube channel has accumulated approximately 1.6 billion video views and 20.1 million subscribers.",خلال عشر سنوات، حازت قناتها على اليوتيوب علي 1.6 مليار مشاهدة فيديو و 20.1 مليون مشترك تقريبا.,"В течение 10 лет её ютьюб канал набрал 20 миллионов подписчиков и около 1,6 миллиарда видео просмотров.","Durante 10 años, su  canal de YouTube ha acumulado más de 20 millones de subscriptores y aproximadamente 1.6 billones de visualizaciones de vídeos.​",Q5306331,Jenna Marbles,['podcaster'],female,https://en.wikipedia.org/wiki/Jenna_Marbles
413,Sean Michael Waltman  is an American retired professional wrestler.,شون مايكل والتمان مصارع أمريكي محترف متفاعد.,Шон Майкл Уо́лтман  — бывший профессиональный американский рестлер.,Sean Michael Waltman ​​ es un luchador profesional estadounidense retirado.,Q178796,Sean Waltman,['podcaster'],male,https://en.wikipedia.org/wiki/Sean_Waltman
414,"Over the next several years she expanded the scope of the organization, building its budget from $50,000 to $700,000 annually.","وعلى مدى السنوات القليلة التالية، وسعت نطاق المنظمة، فانتقلت ميزانيتها من 50,000 دولار إلى 700000 دولار سنويًا.","В течение следующих нескольких лет она расширила сферу деятельности организации, увеличив её бюджет с 50 000 до 700 000 долларов в год.","Durante los años que siguieron aumentó el alcance de la organización, haciendo crecer su presupuesto de 50.000 a 700.000 dólares al año.​",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
415,"Atweh died of her injuries, and two other passengers suffered from broken bones.",توفيت عطوة متأثرة بجراحها، وعانت اثنتان آخريتان من كسور في العظام.,"Атве скончалась от полученных травм, а двое других пассажиров получили переломы костей.",Atweh murió de heridas y otros dos pasajeros se rompieron diversos huesos.,Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
416,"She returned to work immediately, saying of Atweh, ""This is where she wanted me to be"".","عادت للعمل فورًا، قائلة عن عطوة، ""هذا هو المكان الذي أرادت أن أكون فيه"".","Она немедленно вернулась к работе, сказав, имея в виду Атве: «Это то место, где она хотела, чтобы я была».","Volvió inmediatamente al trabajo, diciendo de Atweh ""aquí es donde ella querría que estuviera"".​ ",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
417,"In 2016, she ran for a position as a County Committee member with the Democratic Party of Kings County, New York.",في عام 2016، شغلت منصبًا كعضو في لجنة المقاطعة مع الحزب الديمقراطي ضمن مقاطعة كينغز، نيويورك.,"В 2016 году она баллотировалась на должность члена комитета округа от Демократической партии округа Кингс, штат Нью-Йорк.","En 2016, Sarsour se presentó como candidata a un puesto en el Comité del Condado de Kings County  por el Partido Demócrata.​ Finalmente quedó tercera en las elecciones.​",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
418,"Following the shooting of Michael Brown, Sarsour helped to organize Black Lives Matter protests.","بعد إطلاق النار على مايكل براون، ساعدت صرصور في تنظيم احتجاجات "" قضية حياة السود"" .",После расстрела Майкла Брауна Сарсур помогла организовать протесты Black Lives Matter.,"Tras el asesinato de Michael Brown, Sarsour ayudó a organizar protestas de Black Lives Matter .",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
419,"Sarsour helped form ""Muslims for Ferguson"", and she traveled to Ferguson with other activists in 2014.","ساعدت صرصور في تشكيل ""مسلمين لفيرجسون"" ، وسافرت إلى فيرجسون مع نشطاء آخرين في عام 2014.","Сарсур помогла сформировать движение «Мусульмане для Фергюсона», и в 2014 году она поехала в Фергюсон с другими активистами.","Sarsour ayudó a crear la asociación ""Musulmanes por Ferguson"", y viajó hasta Ferguson con otros activistas en 2014.​​ ​​",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
420,"When Sarsour and Atweh were returning from the 2005 gala opening of the Arab American National Museum in Dearborn, Michigan, their car was struck by a tractor-trailer.",عندما كانت صرصور وعطوة عائدتان من حفل افتتاح المتحف الوطني العربي الأمريكي في ديربورن ، ميشيغان في عام 2005، صدمتهما عربة مقطورة.,"В 2005 году, когда Сарсур и Атве возвращались с церемонии открытия Арабско-американского национального музея в Дирборне, штат Мичиган, их машину сбил тягач с прицепом.","En 2005, cuando Sarsour y Atweh regresaban de la gala de apertura del Museo Nacional Árabe-Estadounidense en Dearborn, Míchigan, un tráiler se empotró contra su coche.",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
421,Sarsour was a surrogate for U.S. Senator Bernie Sanders during his 2016 presidential campaign.,كان صرصور بديلاً للسيناتور الأمريكي بيرني ساندرز خلال حملته الانتخابية الرئاسية لعام 2016 .,Сарсур была заместителем сенатора США Берни Сандерса во время его президентской кампании 2016 года.,Sarsour habló como sustituta del senador estadounidense Bernie Sanders durante la campaña presidencial de 2016.​,Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
422,"After a Jewish cemetery in St. Louis was vandalized in an apparent anti-Semitic incident in February 2017, Sarsour worked with other Muslim activists to launch a crowdfunding campaign to raise money for repair and restoration work.",بعد تدنيس مقبرة يهودية في سانت لويس وتخريبها في حادثة واضحة لمعادة السامية في فبراير عام 2017، عملت صرصور مع نشطاء مسلمين آخرين لإطلاق حملة تمويل جماعي لجمع أموال لإصلاح وترميم العمل.,"После того, как еврейское кладбище в Сент-Луисе было осквернено в результате явного антисемитского инцидента в феврале 2017 года, Сарсур вместе с другими мусульманскими активистами начала кампанию по сбору средств на ремонт и реставрацию.","Después de que un cementerio judío en San Luis  fuese destruido en un aparente incidente antisemita en febrero de 2017, Sarsour trabajó con otros activistas musulmanes para lanzar una campaña de micromecenazgo que recaudase dinero para reparaciones.",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
423,"After high school, she took courses at Kingsborough Community College and Brooklyn College with the goal of becoming an English teacher.",بعد المدرسة الثانوية، درست في كلية كينجزبورو المجتمعية وكلية بروكلين بهدف أن تصبح معلمة للغة الإنجليزية.,После школы она собиралась стать учителем английского языка и проходила курсы в Общественном колледже Кингсборо и Бруклинском колледже.,"Tras terminar el instituto, realizó distintos cursos en el Kingsborough Community College y el Brooklyn College para convertirse en profesora de inglés.​ ​",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
424,"Sarsour and other commentators rejected this interpretation, citing her commitment to nonviolent activism and the fact that ""jihad"" does not inherently refer to violent action.","رفضت صرصور ومعلقون آخرون هذا التفسير الخاطئ، مشيرين إلى التزامها بالنشاط اللاعنفي وحقيقة أن ""الجهاد"" لا يشير بطبيعته إلى أعمال عنف.","Сарсур и другие комментаторы отвергли эту интерпретацию, сославшись на её приверженность ненасильственному активизму и тот факт, что «джихад» по своей сути не относится к насильственным действиям.","Sarsour, entre otros, rechazó dicha interpretación, recordando su compromiso con un activismo no violento y que ""jihad"" no significa necesariamente actos violentos.",Q20791647,Linda Sarsour,['political activist'],female,https://en.wikipedia.org/wiki/Linda_Sarsour
425,Aruna Asaf Ali was awarded International Lenin Peace Prize for the year 1964 and the Jawaharlal Nehru Award for International Understanding in 1991.,حصلت ارونا أساف علي على جائزة لينين الدولية للسلام لعام 1964، وجائزة جواهر لال نهرو للتفاهم الدولي في عام 1991.,"В 1964 году была награждена Международной Ленинской премией мира, в 1991 году — премией Джавахарлала Неру за международное взаимопонимание.",Aruna Asaf Ali recibió el Premio Lenin de la Paz en 1964 y el Premio Jawaharlal Nehru para el Entendimiento Internacional en 1991.,Q467207,Aruna Asaf Ali,['political activist'],female,https://en.wikipedia.org/wiki/Aruna_Asaf_Ali
426,"She was awarded India’s second highest civilian honour, the Padma Vibhushan in her lifetime in 1992, and finally the highest civilian award, the Bharat Ratna, posthumously in 1997.",حصلت على ثاني أعلى وسام مدني في الهند، بادما فيبهوشان في حياتها عام 1992، وأخيراً حصلت على أعلى وسام مدني، بهارات راتنا، بعد وفاتها في عام 1997.,"В 1992 году, прижизнено, получила вторую по значимости гражданскую награду Индии — Падма Вибхушан, а в 1997 году, посмертно,  — Бхарат Ратна, высшую награду страны.","Un año después se le concedió el Premio Padma Vibhushan, segundo galardón civil más alto de la India, y en 1997 recibió de manera póstuma el Premio Bharat Ratna.",Q467207,Aruna Asaf Ali,['political activist'],female,https://en.wikipedia.org/wiki/Aruna_Asaf_Ali
427,This doesn't mean that I want America to become Asian.,هذا لا يعني أنني أريد أمريكا أن تصبح آسيوية.,"Это не значит, что я хочу, чтобы Америка стала aзиатской.",Esto no significa que quiera que Estados Unidos se convierta en asiático.,Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
428,"I think every people has a right to be itself, and this becomes clear whether we're talking about Irian Jaya or Tibet, for that matter"".","أعتقد أن كل شخص لديه الحق في أن يكون نفسه، وهذا يصبح واضحا سواء كنا نتحدث عن إيريان جايا أو التبت في هذا الشأن""","Я думаю, что каждый народ имеет право на самоопределение, и это очевидно, говорим ли мы об Ириан-Джае или о Тибете, если уж на то пошло.""","Creo que todo pueblo tiene derecho a ser él mismo, y esto queda claro si estamos hablando de Irian Jaya o del Tíbet"".​​​",Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
429,"When blacks are left entirely to their own devices, Western civilization –  any kind of civilization –  disappears.""","عندما يترك السود بالكامل لأجهزتهم، تختفي الحضارة الغربية - أي نوع من الحضارة - "".","Когда чернокожие полностью предоставлены самим себе, западная цивилизация – любая цивилизация – исчезает"".","Cuando los negros son abandonados a su suerte, la civilización occidental -y cualquier tipo de civilización- desaparece"".​",Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
430,He thus supports immigration policies that would favor white immigrants over other groups.,يدعم تايلور سياسات الهجرة التي تفضل المهاجرين البيض على المجموعات الأخرى.,"Таким образом, он поддерживает иммиграционную политику, которая будет благоприятствовать белым иммигрантам по сравнению с другими группами.",Él apoya las políticas de inmigración que favorecerían a los inmigrantes blancos sobre otros grupos.,Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
431,"Taylor was born on September 15, 1951, to Christian missionary parents from Virginia in Kobe, Japan.",ولد تايلور في 15 سبتمبر 1951، للوالدين التبشيريين المسيحيين في فيرجينيا بكوبي ، اليابان.,"Тейлор родился 15 сентября 1951 года в Кобе, Япония, в семье христианских миссионеров из Виргинии.","Taylor nació el 15 de septiembre de 1951, de padres misioneros cristianos en Kobe, Japón.",Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
432,"He lived in Japan until he was 16 years old and attended Japanese schools up to the age of 12, becoming fluent in Japanese.",عاش في اليابان حتى كان عمره 16 عاما وحضر المدارس اليابانية حتى سن 12 ، وأصبح يجيد اللغة اليابانية.,"Он жил в Японии до 16 лет и посещал японские школы до 12 лет, свободно владея японским языком.","Vivió en Japón hasta los 16 años de edad y asistió a la escuela pública japonesa hasta los 12 años, adquiriendo fluidez en japonés en el proceso.​",Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
433,"But to many on the far right, taking the Jew-hatred out of white nationalism is like taking the Christ out of Christmas — a sacrilege.""","ولكن بالنسبة للكثيرين في أقصى اليمين ، فإن إخراج الكراهية اليهودية من القومية البيضاء يشبه إخراج المسيح من عيد الميلاد - وهو تدنيس للمقدسات "".","Но для многих из крайне правых убрать ненависть к евреям из белого национализма - все равно что убрать Христа из Рождества — святотатство.""","Pero para muchos de la extrema derecha, quitarle el odio a los judíos al nacionalismo blanco es como quitarle a Cristo la Navidad, un sacrilegio"".​",Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
434,"Taylor has said: ""Whites deserve a homeland,"" and when questioned about the US immigration laws passed in 1965, under the Hart-Celler Act, said that ""Whites are making a terrible mistake by setting in motion forces that will reduce them to a minority.""","قال تايلور: ""البيض يستحقون وطناً""، وعندما سئلوا عن قوانين الهجرة الأمريكية التي تم تمريرها في عام 1965، بموجب قانون هارت سيلر، قال إن ""البيض يرتكبون خطأ فادحًا عن طريق تحريك القوى التي ستقللهم إلى أقلية "".","Тейлор сказал: ""Белые заслуживают родины"", и когда его спросили об иммиграционных законах США, принятых в 1965 году в соответствии с Законом Харта-Келлера, он сказал, что ""Белые совершают ужасную ошибку, приводя в движение силы, которые сведут их к меньшинству.""","Taylor dice: ""Los blancos merecen una patria"", y cuando se les preguntó sobre las leyes de inmigración de Estados Unidos aprobadas en 1965, bajo la Ley Hart-Celler, dijo que ""los blancos están cometiendo un terrible error al poner en marcha fuerzas que los reducirán a una minoría"".​",Q3162707,Jared Taylor,['political activist'],male,https://en.wikipedia.org/wiki/Jared_Taylor
