,English,Swahili,Wikidata,entity_name,occupation_name,gender,url
276,"He was also part of the Haut Conseil de la francophonie, having been appointed to this by FranÃ§ois Mitterrand.","Alikuwa pia sehemu ya Haut Conseil de la francophonie, baada ya kuteuliwa kwa hii na FranÃ§ois Mitterrand.",Q3344927,Noureddine Aba,playwright,male,https://en.wikipedia.org/wiki/Noureddine_Aba
277,"Aba has also written many plays, which are often farces with political themes.","Aba pia ameandika maigizo mengi, ambayo mara nyingi huwa michezo ya kuigiza na mada za kisiasa.",Q3344927,Noureddine Aba,playwright,male,https://en.wikipedia.org/wiki/Noureddine_Aba
278,"At this point, Aba was living in France, where he spent much of his adult life.","Wakati huu, Aba alikuwa akiishi Ufaransa, ambapo aliishi sehemu kubwa ya maisha yake ya utu uzima.",Q3344927,Noureddine Aba,playwright,male,https://en.wikipedia.org/wiki/Noureddine_Aba
431,"She was struck by another passage from the Book of Isaiah: ""you shall be carried at the breasts, and upon the knees they shall caress you.As one whom the mother caresseth, so will I comfort you.","Mwenyewe aliifuata hata akasema: âKupenda ni kutoa yote, na kujitoa piaâ.",Q181715,Thérèse of Lisieux,playwright,female,https://en.wikipedia.org/wiki/Th%C3%A9r%C3%A8se_of_Lisieux
432,"She composed the Holy Face Prayer for Sinners: ""Eternal Father, since Thou hast given me for my inheritance the adorable Face of Thy Divine Son, I offer that face to Thee and I beg Thee, in exchange for this coin of infinite value, to forget the ingratitude of souls dedicated to Thee and to pardon all poor sinners.""","Ee mpenzi wangu, mimi napenda, katika kila pigo la moyo wangu,kurudia upya, mara nyingi zisizohesabika,hili tendo langu la kujitoa kwako.",Q181715,Thérèse of Lisieux,playwright,female,https://en.wikipedia.org/wiki/Th%C3%A9r%C3%A8se_of_Lisieux
433,The years which followed were a maturation.,Ile miaka iliyofuata ikawa na maendeleo ya kiroho ya kasi ajabu.,Q181715,Thérèse of Lisieux,playwright,female,https://en.wikipedia.org/wiki/Th%C3%A9r%C3%A8se_of_Lisieux
434,She won the 1935 Pulitzer Prize for drama for The Old Maid.,"Mwaka wa 1935, alipokea Tuzo ya Pulitzer ya Tamthiliya kwa tamthiliya yake The Old Maid.",Q227109,Zoë Akins,playwright,female,https://en.wikipedia.org/wiki/Zoe_Akins
435,"Zoe Byrd Akins  was an American playwright, poet, and author.",ZoÃ« Akins alikuwa mwandishi wa kike kutoka nchi ya Marekani.,Q227109,Zoë Akins,playwright,female,https://en.wikipedia.org/wiki/Zoe_Akins
436,"When, with Shmuel Yosef Agnon, she was awarded the 1966 Nobel Prize in Literature, she observed that Agnon represented Israel whereas ""I represent the tragedy of the Jewish people.""","Mwaka wa 1966, pamoja na Shmuel Yosef Agnon alikuwa mshindi wa Tuzo ya Nobel ya Fasihi, alidadisi kwamba Agnon aliwakilisha Israeli ila ""mimi nawakilisha mateso ya watu wa kiyahudi""",Q57074,Nelly Sachs,playwright,female,https://en.wikipedia.org/wiki/Nelly_Sachs
437,This was her most popular volume.,Toleo hili lilikuwa maarufu zaidi.,Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
438,She also worked teaching drama in the Chicago public school system.,Pia alikuwa akifanya kazi ya kufundisha maigizo katika mfumo wa shule ya Chicago.,Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
439,"The Banks established and ran the Bush-Banks School of Expression in Chicago, which became a place for black artists to gather and nurture their art.","Benki zilianzisha na kuendesha Shule ya Bush-Bank ya Maonyesho huko Chicago, ambayo ikawa mahali pa wasanii weusi kukusanya na kukuza sanaa zao.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
440,"Later, after moving to Chicago, she wrote more about the African-American experience, and reflected its values","Baadae, baada ya kuhamia Chicago, aliandika mengi kuhusu uzoefu wa kiafrika na Marekani, na ikiakisi mwonekano wake",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
441,"She also wrote of the Native American experience in her work, preserving some of the Algonquian Montauk language and folklore, especially during the early part of her career.","Aliandika pia juu ya uzoefu wa asili ya Amerika katika kazi yake, akihifadhi zingine Algonquian lugha ya Montauk na folklore, hususa ni kipindi cha mwanzo wa kazi yake.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
442,"Ward's mother died when she was about nine months old, and her father moved with the family to Providence, Rhode Island.","Mama yake Ward, alifariki kipindi ana umri wa miezi tisa, na baba yao alihama na familia yake kwenda Providence, Rhode Island.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
443,"Despite long days working, she wrote and published her first book of poetry, a slim volume called Original Poems in 1899.","Licha ya kufanya kazi kwa muda mrefu, aliandika na kuchapisha kitabu chake cha kwanza cha mashairi, juzuu ndogo inayoitwa ""Mashairi Asilia"" mnamo mwaka 1899.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
444,"By 1900 she was working as an assistant theater director at the Robert Gould Shaw Settlement House in Boston, where she continued until about 1914.","Mnamo mwaka 1899 alifanya kazi kama mkurugenzi msaidizi wa masuala ya michezo katika makazi ya nyumba ya Robert Gould Shaw huko Boston, ambapo aliendelea hadi karibu mnamo mwaka 1914.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
445,"She received excellent reviews from the respected Paul Laurence Dunbar, an African-American poet.","Alipokea marudio mazuri kutoka kwa Paul Laurence Dunbar, mshairi wa kiafrika na kimarekani.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
446,"Ward found work at times in either Providence and Boston, whatever she could find to support her family.","Ward alipata kazi mara kwa mara katika Providence na Boston, ambapo chochote alichokuwa akipata alitumia kwa kulea familia yake.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
447,"She had been close to her second daughter Marie and her granddaughter Helen, who lived in New York.","Alikuwa karibu sana na mtoto wake wa pili Marie na mjukuu wake aitwaye Helen, ambaye aliishi New York.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
448,"When her father remarried there, he gave young Olivia to her mother's sister Maria Draper for care, who reared Olivia as her own.","Wakati baba yake akioa tena huko, alimkabidhi Olivia kwa dada wa mama yake, Maria Draper kwa matunzo, ambapo mama huyu alimlea Olivia kama mwanae.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
449,"Her mother and aunt had been raised in the Montaukett culture, which was important to Ward.","Mama na shangazi yake walikua katika utamaduni wa Montaukett, ambayo ilikuwa muhimu kwa Ward.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
450,"Olivia Ward Bush-Banks  was an American author, poet and journalist of African-American and Montaukett Native American heritage.","Olivia Ward Bush-Banks alikuwa mwandishi, mshairi na mwandishi wa habari wa Marekani, mwenye asili ya Afrika na wa kabila la Waindio Montaukett.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
451,"From the late 1920s on, she traveled between Chicago and New York, where her surviving daughter Marie lived with her family.","Kuanzia mwishoni mwa miaka ya 1920 na kuendelea, alisafiri kati ya Chicago na New York, ambapo huko binti yake aliyebaki Marie aliishi na familia yake.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
452,"She was a regular contributor to the Colored American magazine and wrote a column for the New Rochelle, New York publication, the Westchester Record-Courier.","Alikuwa mchangiaji wa mara kwa mara wa magazeti ya Colored American na alichangia katika kuandika machapisho ya New Rochelle, New York, Westchester Record-Courier.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
453,"Born February 27, 1869, in Sag Harbor, Long Island, New York, Ward was the third of three daughters of Eliza Draper and Abraham Ward, her mother was of mixed African-American and Montaukett descent, her father was of Portuguese, East Indian, and African descent.","Alizaliwa tarehe 27 Februari, 1869 huko Sag Harbor, Long Island, New York, akiwa mtoto wa mwisho kati ya watoto watatu wa kike akiwemo Eliza Draper na Abraham Ward, ambapo wote walikuwa na asili ya Kiafrika, Kimarekani na asili ya Montaukett.",Q7088105,Olivia Ward Bush,playwright,female,https://en.wikipedia.org/wiki/Olivia_Ward_Bush-Banks
454,About his childhood much remains unknown.,Kuna habari chache juu maisha yake ya utotoni,Q590,Luís de Camões,playwright,male,https://en.wikipedia.org/wiki/Lu%C3%ADs_de_Cam%C3%B5es
455,"His mastery of verse has been compared to that of Shakespeare, Vondel, Homer, Virgil and Dante.","Umahiri wake wa aya umelinganishwa na wa Shakespeare, Vondel, Homer, Virgil na Dante.",Q590,Luís de Camões,playwright,male,https://en.wikipedia.org/wiki/Lu%C3%ADs_de_Cam%C3%B5es
456,LuÃ­s Vaz de CamÃµes  is considered Portugal's and the Portuguese language's greatest poet.,LuÃ­s Vaz de CamÃµes alikuwa mshairi Mreno anayesifiwa kama mshairi mkubwa katika historia ya Ureno.,Q590,Luís de Camões,playwright,male,https://en.wikipedia.org/wiki/Lu%C3%ADs_de_Cam%C3%B5es
457,Martin Archer Flavin  was an American playwright and novelist.,Martin Archer Flavin alikuwa mwandishi kutoka nchi ya Marekani.,Q503483,Martin Flavin,playwright,male,https://en.wikipedia.org/wiki/Martin_Flavin
458,"Flavin was born in San Francisco, California, and died in Carmel, California.He was a Sigma Chi at the University of Chicago, which he attended from 1903 to 1905.His novel Journey in the Dark received both the Harper Prize for 1943 and a Pulitzer Prize for 1944.","Mwaka wa 1944, alipokea Tuzo ya Pulitzer ya Bunilizi kwa riwaya yake Journey in the Dark.",Q503483,Martin Flavin,playwright,male,https://en.wikipedia.org/wiki/Martin_Flavin
459,Karl Adolph Gjellerup  was a Danish poet and novelist who together with his compatriot Henrik Pontoppidan won the Nobel Prize in Literature in 1917.,"Mwaka wa 1917, pamoja na Henrik Pontoppidan alikuwa mshindi wa Tuzo ya Nobel ya Fasihi.",Q131487,Karl Adolph Gjellerup,playwright,male,https://en.wikipedia.org/wiki/Karl_Adolph_Gjellerup
460,In 2019 he starred as Sam in Master Harold and the Boys at the Royal National Theatre.,Mwaka 2019 alikuwa nyota kama Sam kwenye Master Harold and the Boys kwenye Royal National Theatre.,Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
461,Msamati appeared in the film The International .,Msamati ametokea katika filamu ya The International .,Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
462,"Msamati permanently moved to the UK in 2003, and now resides in London.",Msamati alihama kabisa kuelekea UK mwaka 2003 na kuishi London hadi sasa.,Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
463,"In 2008, he took on his most prominent role, playing JLB Matekoni in the BBC/HBO-produced series The No.","Mnamo mwaka 2008, alichukua uhusika muhimu, wakucheza JLB Matekoni kwenye BBC/HBO-produced series The No.",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
464,"His primary education began at Olympio Primary School in Dar-es-Salaam, Tanzania, and continued at Avondale Primary School in Harare, Zimbabwe.","Elimu yake ya msingi ilianza katika shule ya msingi Olympio Primary School iliyopo Dar-es-Salaam, Tanzania, na kuendelea katika shule ya Avondale Primary School iliyopo Harare, Zimbabwe.",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
465,"After university, he took a day-job as an advertising copywriter and freelance radio presenter.",Baada ya chuo alifanya kazi kama mtangazaji wa matangazo ya copywriter na mtangazaji wa redio wa kujitegemea.,Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
466,"From October 2016 to March 2017 and from February to 24 April 2018, he performed in the leading role of Antonio Salieri in Peter Shaffer's play Amadeus at the National Theatre, a performance which Michael Billington, in a four-starred review for The Guardian, described as ""excellent"".","Kuanzia Oktoba 2016 hadi Machi 2017 na kuanzia Februari hadi 24 Aprili 2018, alitoa onyesho katika uhusika ukuu katika Antonio Salieri kwenye mchezo wa Peter Shaffer Amadeus katika National Theatre, onyesho ambaloMichael Billington, kwenye uhusika wa nne walio shiriki The Guardian, aliitaja kama ""nzuri sana"".",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
467,"After secondary education at Prince Edward School in Harare, he studied towards a BA honours degree in French and Portuguese at the University of Zimbabwe from 1995 to 1997.","Baada ya shule ya sekondari ya Prince Edward School iliyopo Harare, alisoma shahada ya kwanza katika lugha za Kifaransa na Kireno katika Chuo Kikuu Zimbabwe kuanzia mwaka 1995 hadi 1997.",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
468,"In November 2010, Msamati was appointed the Artistic Director of British-African theatre company Tiata Fahodzi, until being succeeded in 2014 by Natalie Ibu.He has continued to work with Tiata Fahodzi, directing Boi Boi is Dead in FebruaryâMarch 2015.","Mnamo mwaka 2010, Msamati alichaguliwa kuwa mkurugenzi wa kisanii wa nyumba ya michezo ya British-African theatre company Tiata Fahodzi, until being succeeded in 2014 by Natalie Ibu.Aliendelea kufanya kazi na Tiata Fahodzi, akiongoza Boi Boi is Dead mnamo 2015.",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
469,"He also worked as a voice-over artist, compere and after-dinner speaker.",Pia alifanya kazi kama msanii wa kujitegemea kwenye matamasha pia mzungumzaji wa usiku kwenye chakula cha usiku.,Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
470,"He has also appeared in several television productions, including episodes of the television series Ultimate Force and Spooks.","Pia ametokea katika maonyesho ya runinga, ikiwemo vipindi vya mfulizo wa televisheni Ultimate Force na Spooks.",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
471,In 2020 Msamati appeared as Ed Dumani in Sky Atlanticâs Gangs of London and in an episode of the BBC's production of Alan Bennett's Talking Heads.,Mnamo 2020 Msamati alitokea kama Ed Dumani kwenyeSky Atlanticâs Gangs of London na kwenye kipindi cha BBC cha Alan Bennett's Talking Heads.,Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
472,"Msamati has appeared in several other theatrical productions in London, UK, including:","Msamati ametokea katika maonyesho mengi ya nyumba za michezo ya London, UK, zikiwemo:",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
473,He played Salladhor Saan in HBO series Game of Thrones and was the first black actor to play Iago at the Royal Shakespeare Company's 2015 production of Othello.,Alicheza Salladhor Saan katika mfululizo Game of Thrones na alikuwa mwigizaji wa kwanza Mweusi kucheza Iago katika tamasha Othello ya Royal Shakespeare Company kwenye mwaka 2015.,Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
474,"Msamati was born in London and brought up in Zimbabwe by his Tanzanian parents, a doctor and a nurse; he is the eldest of four siblings.","Msamati alizaliwa Uingereza na wazazi Watanzania, baba daktari na mama muuguzi, akiwa mkubwa kati ya ndugu zake wanne.",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
475,"In the spring of 2015, Msamati became the first black actor ever to play Iago in a Royal Shakespeare Company production of Othello .","Masika ya mwaka 2015, Msamati alikuwa mwigizaji wa kwanza mweusi kuwahi kucheza Iago in a Royal Shakespeare Company iliyotolewa na Othello .",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
476,"In 1994, Msamati and school friends Shaheen Jassat , Craig and Gavin Peter, Kevin Hanssen, Roy Chizivano, Sarah Norman founded what would become Zimbabwe's acclaimed Over the Edge Theatre Company in Harare, later joined by Erica Glyn-Jones, Zane E. Lucas, Chipo Chung, Karin Alexander, Rob Hollands and Michael Pearce.","Mnamo mwaka 1994, Msamati na marafiki zake wa shule Shaheen Jassat , Craig and Gavin Peter, Kevin Hanssen, Roy Chizivano, Sarah Norman waliunda ukumbi wa mchezo uliosifika sana Zimbabwe Over the Edge Theatre Company.",Q6696713,Lucian Msamati,playwright,male,https://en.wikipedia.org/wiki/Lucian_Msamati
566,"In 1926 Henrik SchÃ¼ck, a member of the Swedish Academy, nominated Deledda for the Nobel Prize in Literature.",Mwaka wa 1926 alikuwa mshindi wa Tuzo ya Nobel ya Fasihi.,Q7728,Grazia Deledda,playwright,female,https://en.wikipedia.org/wiki/Grazia_Deledda
567,"In 1925, she won the Pulitzer Prize for her book So Big.","Mwaka wa 1925, alipokea Tuzo ya Pulitzer ya Bunilizi kwa riwaya yake So Big.",Q283496,Edna Ferber,playwright,female,https://en.wikipedia.org/wiki/Edna_Ferber
568,"Edna Ferber  was an American novelist, short story writer and playwright.",Edna Ferber alikuwa mwandishi wa kike kutoka nchi ya Marekani.,Q283496,Edna Ferber,playwright,female,https://en.wikipedia.org/wiki/Edna_Ferber
569,In 1923 she became the first woman to win the Pulitzer prize in poetry.,Mwaka wa 1923 alipokea Tuzo ya Pulitzer ya Ushairi.,Q62134,Edna St. Vincent Millay,playwright,female,https://en.wikipedia.org/wiki/Edna_St._Vincent_Millay
570,Edna St. Vincent Millay  was an American lyrical poet and playwright.,Edna St. Vincent Millay alikuwa mwandishi wa tamthiliya na mshairi wa kike kutoka nchi ya Marekani.,Q62134,Edna St. Vincent Millay,playwright,female,https://en.wikipedia.org/wiki/Edna_St._Vincent_Millay
571,"In 1931 she won the Pulitzer Prize for her first novel, Years of Grace.",Mwaka wa 1931 alipokea Tuzo ya Pulitzer ya Bunilizi kwa riwaya yake Years of Grace.,Q768296,Margaret Ayer Barnes,playwright,female,https://en.wikipedia.org/wiki/Margaret_Ayer_Barnes
572,"Margaret Ayer Barnes  was an American playwright, novelist, and short-story writer.",Margaret Ayer Barnes alikuwa mwandishi wa kike kutoka nchi ya Marekani.,Q768296,Margaret Ayer Barnes,playwright,female,https://en.wikipedia.org/wiki/Margaret_Ayer_Barnes
573,Reaction to the play was good.,Mwitikio kwa uchezaji ulikuwa mzuri.,Q2849427,Angelina Weld Grimké,playwright,female,https://en.wikipedia.org/wiki/Angelina_Weld_Grimk%C3%A9
574,Information about her is scarce.,Habari juu yake ni chache.,Q2849427,Angelina Weld Grimké,playwright,female,https://en.wikipedia.org/wiki/Angelina_Weld_Grimk%C3%A9
575,He received the 1992 Nobel Prize in Literature.,"Mwaka wa 1992, ulikuwa mshindi wa Tuzo ya Nobel ya Fasihi.",Q132701,Derek Walcott,playwright,male,https://en.wikipedia.org/wiki/Derek_Walcott
576,The Town was awarded the Pulitzer Prize in 1951.,"Mwaka wa 1951, alipokea Tuzo ya Pulitzer ya Bunilizi kwa riwaya yake The Town .",Q732568,Conrad Richter,playwright,male,https://en.wikipedia.org/wiki/Conrad_Richter
577,Conrad Michael Richter  was an American novelist whose lyrical work is concerned largely with life on the American frontier in various periods.,Conrad Michael Richter alikuwa mwandishi kutoka nchi ya Marekani.,Q732568,Conrad Richter,playwright,male,https://en.wikipedia.org/wiki/Conrad_Richter
578,"Ernest Cook Poole  was an American journalist, novelist, and playwright.",Ernest Cook Poole alikuwa mwandishi kutoka nchi ya Marekani.,Q782813,Ernest Cook Poole,playwright,male,https://en.wikipedia.org/wiki/Ernest_Poole
579,"Poole was the winner of the first Pulitzer Prize for Fiction, awarded in 1918 for his book, His Family.","Mwaka wa 1918, alipokea Tuzo ya Pulitzer ya Bunilizi kwa riwaya yake His Family; ilikuwa mara ya kwanza ya kutolea tuzo hiyo.",Q782813,Ernest Cook Poole,playwright,male,https://en.wikipedia.org/wiki/Ernest_Poole
580,Ivan Alekseyevich Bunin died in a Paris attic flat in the early hours of 8 November 1953.,Ivan Alekseyevich Bunin alikuwa mwandishi kutoka nchi ya Urusi.,Q46602,Ivan Bunin,playwright,male,https://en.wikipedia.org/wiki/Ivan_Bunin
581,1887â1891 was published in 1891 in Oryol.,Mwaka wa 1920 alihamia Ufaransa.,Q46602,Ivan Bunin,playwright,male,https://en.wikipedia.org/wiki/Ivan_Bunin
582,Jason Miller  was an American playwright and actor.,Jason Miller alikuwa mwandishi na mwigizaji filamu kutoka nchi ya Marekani.,Q1349205,Jason Miller,playwright,male,https://en.wikipedia.org/wiki/Jason_Miller_(playwright)
583,"Miller attracted fame in 1972 by winning a Pulitzer Prize for his play, That Championship Season, which also won the 1973 Tony Award for Best Play.","Mwaka wa 1973, alipokea Tuzo ya Pulitzer ya Tamthiliya kwa tamthiliya yake That Championship Season.",Q1349205,Jason Miller,playwright,male,https://en.wikipedia.org/wiki/Jason_Miller_(playwright)
659,"In 1945, Chase won the Pulitzer Prize in Drama for Harvey.","Mwaka wa 1945, alipokea Tuzo ya Pulitzer ya Tamthiliya kwa tamthiliya yake Harvey.",Q1906238,Mary Chase,playwright,female,https://en.wikipedia.org/wiki/Mary_Chase_(playwright)
660,"After this, she acted in several other plays, which all received positive reviews.","Baada ya hapo, alicheza katika michezo mingine kadhaa, ambayo yote ilipokea hakiki nzuri.",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
661,"However, it was not until the beginning of the 1900s that she decided to focus more on her literary passions.","Walakini, haikuwa hadi mwanzoni mwa miaka ya 1900 kwamba aliamua kuzingatia zaidi shauku zake za fasihi.",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
662,Hopkins spent the remainder of her years working as a stenographer at the Massachusetts Institute of Technology.,Hopkins alitumia miaka yake iliyobaki kufanya kazi kama stenographer huko Massachusetts Institute of Technology.,Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
663,She is considered a pioneer in her use of the romantic novel to explore social and racial themes.,Anachukuliwa kama mwanzilishi katika matumizi yake ya riwaya ya kimapenzi ili kuchunguza mada za kijamii na za kibaguzi.,Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
664,"She died in Cambridge, Massachusetts, from burns sustained in a house fire.","Alifariki huko Cambridge, Massachusetts, kutokana na kuungua na moto kwenye nyumba.",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
665,"Her submission, ""Evils of Intemperance and Their Remedy"", highlighted the problems with intemperance and urged parents to be in control of their children's social upbringing.","Uwasilishaji wake wa, ""Evils of Intemperance and Their Remedy"", ulionyesha shida na ukosefu wa adabu na kuwataka wazazi kudhibiti malezi ya kijamii ya watoto wao.",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
666,"In March 1877, she participated in her first dramatic performance, Pauline Western, the Belle of Saratoga.","Mnamo Machi 1877, alishiriki katika onyesho lake la kwanza la kuigiza, Pauline Western, Belle wa Saratoga .",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
667,"Her father was influential in Providence, Rhode Island, due to his political ties and her mother was a native of Exeter, New Hampshire.","Baba yake alikuwa na ushawishi mkubwa huko Providence, Rhode Island, kwa sababu ya uhusiano wake wa kisiasa na mama yake alikuwa mzaliwa wa Exeter, New Hampshire .",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
668,"She placed first in the contest, won $10 in gold, and was honored by the judges for her excellent writing skills.","Alishika nafasi ya kwanza kwenye mashindano, akashinda dola 10 za dhahabu, na akaheshimiwa na majaji kwa ustadi wake mzuri wa uandishi.",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
669,"Pauline Elizabeth Hopkins  was an American novelist, journalist, playwright, historian, and editor.","Pauline Elizabeth Hopkins alikuwa mwandishi mashuhuri wa riwaya za Kiafrika na Kimarekani, mwandishi wa habari, mwandishi wa hadithi, mwanahistoria, na mhariri.",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
670,"Hopkins was born to Northrop Hopkins  and Sarah A. Hopkins  in Portland, Maine, and grew up in Boston, Massachusetts.","Hopkins alizaliwa na Northrop Hopkins na Sarah A. Hopkins huko Portland, Maine, na alikulia Boston, Massachusetts.",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
671,"In 1874, after completing her second year at Girls High School, she entered an essay contest held by the Congregational Publishing Society of Boston and funded by former slave, novelist, and dramatist William Wells Brown.","Mnamo 1874, baada ya kumaliza mwaka wake wa pili katika Shule ya Upili ya Wasichana, aliingia mashindano ya insha yaliyofanyika na Jumuiya ya Uchapishaji ya Usharika wa Boston na kufadhiliwa na mtumwa wa zamani, mwandishi wa riwaya, na mwandishi wa maigizo William Wells Brown .",Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
672,Allegations of infidelity led to Allen filing for divorce and shortly afterwards she met and married William Hopkins.,Madai ya ukosefu wa uaminifu ndiyo yalisababisha Allen kumpa talaka na muda mfupi baadaye aliolewa.,Q7155037,Pauline Hopkins,playwright,female,https://en.wikipedia.org/wiki/Pauline_Hopkins
673,In 1903 he was awarded the Nobel Prize in Literature.,Mwaka wa 1903 alikuwa mshindi wa Tuzo ya Nobel ya Fasihi.,Q46405,Bjørnstjerne Bjørnson,playwright,male,https://en.wikipedia.org/wiki/Bj%C3%B8rnstjerne_Bj%C3%B8rnson
674,This was directed by Alexander Korda and released on 10 October 1931.,"Baadae filamu ilitengenezwa, ikaongozwa na Alexander Korda na kutoka tarehe 10 Oktoba 1931.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
675,"In 1922, he moved to Paris, where he taught English until 1927, when he decided instead to devote his life to playwriting.","Mwaka 1922, alihamia katika jiji la Paris ambapo alikua akifundisha kiingereza hadi mwaka 1927 , ambao aliamua kujitolea maisha yake kwa ajili ya kuandika michezo ya kuigiza au tamthilia.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
676,"About the same time, Augustine's health, which had never been robust, began to noticeably decline and on 16 June 1910 she succumbed to a chest infection  and died, aged 36.","Akiwa karibia na umri ule ule, afya ya Augustine ambayo haikuwahi kutengemaa, ilianza kuwa mbaya kwa mara nyingine, na hatimaye tarehe 16 Juni 1910, alipata maambukizi ya kifua na baadae kufariki akiwa na umri wa miaka 36.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
677,He contacted Paramount Picture studios and suggested adapting his play Marius for cinema.,"Hapo, aliwasiliana na studio za Paramount Picture na kupendekeza kuwa kitabu chake cha tamthilia kilichofahamika kama Marius kiweza kufanywa katika filamu.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
678,"In 1913, at the age of 18, Marcel passed his baccalaureate in philosophy and started studying literature at the University in Aix-en-Provence.",".Mwaka 1913, akiwa na umri wa miaka 18, Marcel alifaulu katika mitihani yake ya filosofia na hatimaye akajiunga na chuo kikuu cha Aix-en-Provice na kuchukua masomo ya maandiko.",Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
679,It became one of the first successful French-language talking films.,Ilifanikiwa kuwa moja kati ya filamu za kifaransa zilizopata umaarufu mkubwa sana.,Q236630,Marcel Pagnol,playwright,male,https://en.wikipedia.org/wiki/Marcel_Pagnol
